"202606";"202511";"UF";"COD_MUNICIPIO";"CIDADE";"DOCUMENTO";"NIS";"NOME";"VALOR"
"202606";"202511";"RS";"4314407";"PELOTAS";"***.983.***-**";"59347102039";"ANTONIO FERREIRA";"800,00"
"202606";"202511";"SE";"2803500";"LAGARTO";"***.477.***-**";"77972897651";"PAULO HENRIQUE MENDES";"600,00"
"202606";"202511";"MS";"5003702";"DOURADOS";"***.468.***-**";"70552055209";"FERNANDO ALMEIDA";"800,00"
"202606";"202511";"PI";"2211001";"TERESINA";"***.990.***-**";"77551135580";"JOSE CARLOS OLIVEIRA";"800,00"
"202606";"202511";"PR";"4113700";"LONDRINA";"***.098.***-**";"69513803922";"JOAO PEDRO SOUZA";"1210,00"
"202606";"202511";"AC";"1200401";"RIO BRANCO";"***.000.***-**";"89247430806";"MARCOS VINICIUS LOPES";"650,00"
"202606";"202511";"RR";"1400100";"BOA VISTA";"***.253.***-**";"92123291900";"MARIA APARECIDA SANTOS";"800,00"
"202606";"202511";"SC";"4202404";"BLUMENAU";"***.365.***-**";"10664693043";"RAFAEL RODRIGUES";"1210,00"
"202606";"202511";"SE";"2804805";"NOSSA SENHORA DO SOCORRO";"***.960.***-**";"83593683027";"MARIA DE FATIMA ROCHA";"1210,00"
"202606";"202511";"RO";"1100205";"PORTO VELHO";"***.981.***-**";"81693940969";"PATRICIA GOMES";"650,00"
"202606";"202511";"PE";"2607901";"JABOATAO DOS GUARARAPES";"***.163.***-**";"31195903772";"ADRIANA RIBEIRO";"800,00"
"202606";"202511";"RJ";"3303500";"NOVA IGUACU";"***.399.***-**";"30650181252";"CAMILA FREITAS";"750,00"
"202606";"202511";"PB";"2507507";"JOAO PESSOA";"***.981.***-**";"61995449358";"JOSE CARLOS OLIVEIRA";"600,00"
"202606";"202511";"PA";"1504208";"MARABA";"***.361.***-**";"14059049801";"ANA CAROLINA SILVA";"1210,00"
"202606";"202511";"MT";"5108402";"VARZEA GRANDE";"***.310.***-**";"54883011190";"FRANCISCA PEREIRA LIMA";"1210,00"
"202606";"202511";"PI";"2208007";"PICOS";"***.633.***-**";"34932021507";"JOAO PEDRO SOUZA";"750,00"
"202606";"202511";"PE";"2607901";"JABOATAO DOS GUARARAPES";"***.344.***-**";"93574983723";"MARIA DE FATIMA ROCHA";"650,00"
"202606";"202511";"RN";"2408003";"MOSSORO";"***.034.***-**";"96738985976";"JULIANA ALVES COSTA";"600,00"
"202606";"202511";"RS";"4314407";"PELOTAS";"***.953.***-**";"17898360267";"BEATRIZ NASCIMENTO";"750,00"
"202606";"202511";"PR";"4104808";"CASCAVEL";"***.694.***-**";"13770194891";"JOAO PEDRO SOUZA";"750,00"
"202606";"202511";"RJ";"3304557";"RIO DE JANEIRO";"***.164.***-**";"62338493897";"CARLOS EDUARDO SANTANA";"950,00"
"202606";"202511";"RN";"2408003";"MOSSORO";"***.888.***-**";"61877444591";"PATRICIA GOMES";"700,00"
"202606";"202511";"PA";"1501402";"BELEM";"***.269.***-**";"76417010272";"PAULO HENRIQUE MENDES";"800,00"
"202606";"202511";"PI";"2211001";"TERESINA";"***.333.***-**";"76655036753";"BEATRIZ NASCIMENTO";"650,00"
"202606";"202511";"RJ";"3304904";"SAO GONCALO";"***.815.***-**";"40985315656";"ANA CAROLINA SILVA";"650,00"
"202606";"202511";"PI";"2208007";"PICOS";"***.338.***-**";"84766801259";"GABRIELA MARTINS";"700,00"
"202606";"202511";"AC";"1200203";"CRUZEIRO DO SUL";"***.866.***-**";"57917915568";"MARCOS VINICIUS LOPES";"750,00"
"202606";"202511";"BA";"2910800";"FEIRA DE SANTANA";"***.733.***-**";"84219063287";"ADRIANA RIBEIRO";"750,00"
"202606";"202511";"RO";"1100122";"JI-PARANA";"***.576.***-**";"29566729216";"FRANCISCA PEREIRA LIMA";"800,00"
"202606";"202511";"BA";"2903201";"BARREIRAS";"***.175.***-**";"34920762194";"SANDRA REGINA SOARES";"650,00"
"202606";"202511";"RJ";"3303500";"NOVA IGUACU";"***.283.***-**";"48929218642";"RAFAEL RODRIGUES";"700,00"
"202606";"202511";"MG";"3170206";"UBERLANDIA";"***.064.***-**";"65894148347";"CARLOS EDUARDO SANTANA";"950,00"
"202606";"202511";"AC";"1200401";"RIO BRANCO";"***.098.***-**";"11010285313";"PATRICIA GOMES";"650,00"
"202606";"202511";"BA";"2910800";"FEIRA DE SANTANA";"***.574.***-**";"54454229299";"BEATRIZ NASCIMENTO";"600,00"
"202606";"202511";"PB";"2504009";"CAMPINA GRANDE";"***.622.***-**";"92530529169";"BEATRIZ NASCIMENTO";"950,00"
"202606";"202511";"SC";"4205407";"FLORIANOPOLIS";"***.702.***-**";"62620124980";"PATRICIA GOMES";"900,00"
"202606";"202511";"AL";"2702308";"PALMEIRA DOS INDIOS";"***.732.***-**";"48756338826";"FERNANDO ALMEIDA";"900,00"
"202606";"202511";"MS";"5008305";"TRES LAGOAS";"***.981.***-**";"26818496088";"PATRICIA GOMES";"950,00"
"202606";"202511";"MT";"5108402";"VARZEA GRANDE";"***.924.***-**";"83101503415";"RAFAEL RODRIGUES";"750,00"
"202606";"202511";"RN";"2408102";"NATAL";"***.738.***-**";"27167570812";"JULIANA ALVES COSTA";"650,00"
"202606";"202511";"BA";"2927408";"SALVADOR";"***.128.***-**";"59489120990";"LUCAS GONCALVES";"800,00"
"202606";"202511";"AC";"1200203";"CRUZEIRO DO SUL";"***.592.***-**";"57787085241";"PAULO HENRIQUE MENDES";"950,00"
"202606";"202511";"PB";"2507507";"JOAO PESSOA";"***.795.***-**";"32012601016";"MARCOS VINICIUS LOPES";"600,00"
"202606";"202511";"SC";"4202404";"BLUMENAU";"***.957.***-**";"63922876941";"CARLOS EDUARDO SANTANA";"700,00"
"202606";"202511";"MA";"2111300";"SAO LUIS";"***.016.***-**";"84203426543";"RENATO CARVALHO";"950,00"
"202606";"202511";"MG";"3170206";"UBERLANDIA";"***.141.***-**";"99954773628";"ADRIANA RIBEIRO";"650,00"
"202606";"202511";"ES";"3205200";"VILA VELHA";"***.038.***-**";"54088796170";"SANDRA REGINA SOARES";"900,00"
"202606";"202511";"AL";"2702308";"PALMEIRA DOS INDIOS";"***.860.***-**";"95948348632";"MARIA DE FATIMA ROCHA";"1210,00"
"202606";"202511";"AL";"2704302";"MACEIO";"***.695.***-**";"65283648178";"FERNANDO ALMEIDA";"900,00"
"202606";"202511";"MA";"2103307";"CAXIAS";"***.848.***-**";"54134061522";"ANTONIO FERREIRA";"900,00"
"202606";"202511";"PA";"1500800";"ANANINDEUA";"***.652.***-**";"84979650175";"RENATO CARVALHO";"800,00"
"202606";"202511";"GO";"5208707";"GOIANIA";"***.643.***-**";"28943117430";"RENATO CARVALHO";"600,00"
"202606";"202511";"PA";"1504208";"MARABA";"***.719.***-**";"96060434183";"JULIANA ALVES COSTA";"650,00"
"202606";"202511";"MS";"5003702";"DOURADOS";"***.559.***-**";"47499395042";"JOAO PEDRO SOUZA";"650,00"
"202606";"202511";"AC";"1200609";"TARAUACA";"***.222.***-**";"90296991574";"PATRICIA GOMES";"600,00"
"202606";"202511";"PB";"2504009";"CAMPINA GRANDE";"***.551.***-**";"25070015778";"JOSE CARLOS OLIVEIRA";"700,00"
"202606";"202511";"SP";"3509502";"CAMPINAS";"***.341.***-**";"46711191575";"PATRICIA GOMES";"600,00"
"202606";"202511";"SP";"3547809";"SANTO ANDRE";"***.678.***-**";"39150990293";"JULIANA ALVES COSTA";"800,00"
"202606";"202511";"MS";"5008305";"TRES LAGOAS";"***.292.***-**";"28714131653";"DANIELA BARBOSA";"750,00"
"202606";"202511";"SP";"3547809";"SANTO ANDRE";"***.009.***-**";"95243543286";"SANDRA REGINA SOARES";"1210,00"
"202606";"202511";"PE";"2604106";"CARUARU";"***.831.***-**";"33782836192";"TATIANA MOREIRA";"600,00"
"202606";"202511";"ES";"3205002";"SERRA";"***.552.***-**";"32096514071";"ANA CAROLINA SILVA";"650,00"
"202606";"202511";"RJ";"3304904";"SAO GONCALO";"***.903.***-**";"98924649844";"ANA CAROLINA SILVA";"900,00"
"202606";"202511";"AM";"1301902";"ITACOATIARA";"***.309.***-**";"83942978800";"JOAO PEDRO SOUZA";"750,00"
"202606";"202511";"CE";"2304400";"FORTALEZA";"***.334.***-**";"24966091845";"TATIANA MOREIRA";"650,00"
"202606";"202511";"PB";"2504009";"CAMPINA GRANDE";"***.631.***-**";"97194258277";"FRANCISCA PEREIRA LIMA";"900,00"
"202606";"202511";"PR";"4113700";"LONDRINA";"***.123.***-**";"81105730320";"MARIA DE FATIMA ROCHA";"900,00"
"202606";"202511";"SC";"4209102";"JOINVILLE";"***.939.***-**";"59758549789";"JOSE CARLOS OLIVEIRA";"650,00"
"202606";"202511";"TO";"1721000";"PALMAS";"***.827.***-**";"45699880814";"GABRIELA MARTINS";"750,00"
"202606";"202511";"ES";"3205002";"SERRA";"***.442.***-**";"85188866136";"RAFAEL RODRIGUES";"900,00"
"202606";"202511";"SP";"3547809";"SANTO ANDRE";"***.877.***-**";"63657860830";"RAFAEL RODRIGUES";"700,00"
"202606";"202511";"GO";"5218805";"RIO VERDE";"***.225.***-**";"61194898063";"LUCIANA MARTINS";"950,00"
"202606";"202511";"RO";"1100122";"JI-PARANA";"***.217.***-**";"70792592954";"TATIANA MOREIRA";"700,00"
"202606";"202511";"PE";"2604106";"CARUARU";"***.336.***-**";"26473974483";"RAFAEL RODRIGUES";"800,00"
"202606";"202511";"PI";"2207702";"PARNAIBA";"***.148.***-**";"98240605322";"CARLOS EDUARDO SANTANA";"750,00"
"202606";"202511";"MT";"5103403";"CUIABA";"***.574.***-**";"26202429649";"CARLOS EDUARDO SANTANA";"800,00"
"202606";"202511";"RO";"1100122";"JI-PARANA";"***.648.***-**";"63262941068";"ANA CAROLINA SILVA";"900,00"
"202606";"202511";"SC";"4209102";"JOINVILLE";"***.344.***-**";"86297386479";"CAMILA FREITAS";"750,00"
"202606";"202511";"PE";"2604106";"CARUARU";"***.663.***-**";"15714219787";"DANIELA BARBOSA";"700,00"
"202606";"202511";"AC";"1200203";"CRUZEIRO DO SUL";"***.572.***-**";"47373482398";"JOAO PEDRO SOUZA";"900,00"
"202606";"202511";"RO";"1100049";"CACOAL";"***.626.***-**";"78243528932";"RAFAEL RODRIGUES";"600,00"
"202606";"202511";"AL";"2704302";"MACEIO";"***.651.***-**";"54103490863";"ANA CAROLINA SILVA";"750,00"
"202606";"202511";"PI";"2208007";"PICOS";"***.283.***-**";"98574361870";"LUCIANA MARTINS";"650,00"
"202606";"202511";"RN";"2403251";"PARNAMIRIM";"***.192.***-**";"27590436031";"RAFAEL RODRIGUES";"750,00"
"202606";"202511";"PI";"2211001";"TERESINA";"***.620.***-**";"34365963330";"FERNANDO ALMEIDA";"800,00"
"202606";"202511";"AM";"1303403";"PARINTINS";"***.427.***-**";"81776758720";"GABRIELA MARTINS";"700,00"
"202606";"202511";"BA";"2927408";"SALVADOR";"***.277.***-**";"69867674476";"MARIA APARECIDA SANTOS";"700,00"
"202606";"202511";"RN";"2403251";"PARNAMIRIM";"***.525.***-**";"44310349967";"RENATO CARVALHO";"900,00"
"202606";"202511";"MT";"5107602";"RONDONOPOLIS";"***.325.***-**";"77029863690";"CARLOS EDUARDO SANTANA";"1210,00"
"202606";"202511";"MT";"5107602";"RONDONOPOLIS";"***.037.***-**";"77188739100";"JOAO PEDRO SOUZA";"600,00"
"202606";"202511";"PR";"4113700";"LONDRINA";"***.259.***-**";"37771761094";"LUCIANA MARTINS";"800,00"
"202606";"202511";"RJ";"3304904";"SAO GONCALO";"***.409.***-**";"37075764071";"ADRIANA RIBEIRO";"600,00"
"202606";"202511";"PE";"2611606";"RECIFE";"***.743.***-**";"99000586645";"GABRIELA MARTINS";"800,00"
"202606";"202511";"PR";"4104808";"CASCAVEL";"***.092.***-**";"82383297630";"CAMILA FREITAS";"900,00"
"202606";"202511";"PR";"4113700";"LONDRINA";"***.676.***-**";"58703250916";"JULIANA ALVES COSTA";"650,00"
"202606";"202511";"RN";"2408102";"NATAL";"***.777.***-**";"82462678485";"CAMILA FREITAS";"950,00"
"202606";"202511";"RS";"4314902";"PORTO ALEGRE";"***.947.***-**";"10922746587";"BEATRIZ NASCIMENTO";"750,00"
"202606";"202511";"GO";"5218805";"RIO VERDE";"***.520.***-**";"82393753310";"JOAO PEDRO SOUZA";"750,00"
"202606";"202511";"MG";"3106705";"JUIZ DE FORA";"***.500.***-**";"83601612846";"GABRIELA MARTINS";"900,00"
"202606";"202511";"PA";"1504208";"MARABA";"***.401.***-**";"93892320106";"TATIANA MOREIRA";"750,00"
"202606";"202511";"CE";"2304202";"CRATO";"***.564.***-**";"27798250237";"GABRIELA MARTINS";"600,00"
"202606";"202511";"SC";"4205407";"FLORIANOPOLIS";"***.287.***-**";"52045630578";"JULIANA ALVES COSTA";"700,00"
"202606";"202511";"MG";"3106705";"JUIZ DE FORA";"***.709.***-**";"28711672930";"BEATRIZ NASCIMENTO";"700,00"
"202606";"202511";"ES";"3205200";"VILA VELHA";"***.054.***-**";"34701896785";"GABRIELA MARTINS";"700,00"
"202606";"202511";"PE";"2607901";"JABOATAO DOS GUARARAPES";"***.637.***-**";"48779301170";"MARIA DE FATIMA ROCHA";"900,00"
"202606";"202511";"RN";"2408102";"NATAL";"***.476.***-**";"28927044517";"RAFAEL RODRIGUES";"700,00"
"202606";"202511";"SE";"2804805";"NOSSA SENHORA DO SOCORRO";"***.041.***-**";"12022230816";"MARIA APARECIDA SANTOS";"650,00"
"202606";"202511";"PA";"1504208";"MARABA";"***.864.***-**";"54054457532";"ANA CAROLINA SILVA";"700,00"
"202606";"202511";"RJ";"3304557";"RIO DE JANEIRO";"***.889.***-**";"22096579683";"PAULO HENRIQUE MENDES";"950,00"
"202606";"202511";"GO";"5208707";"GOIANIA";"***.246.***-**";"78581724466";"ANTONIO FERREIRA";"900,00"
"202606";"202511";"ES";"3205200";"VILA VELHA";"***.891.***-**";"71947075773";"LUCIANA MARTINS";"750,00"
"202606";"202511";"MS";"5008305";"TRES LAGOAS";"***.756.***-**";"87085768039";"LUCAS GONCALVES";"1210,00"
"202606";"202511";"AM";"1302603";"MANAUS";"***.756.***-**";"23724338022";"JOSE CARLOS OLIVEIRA";"900,00"
"202606";"202511";"SE";"2804805";"NOSSA SENHORA DO SOCORRO";"***.637.***-**";"34429391356";"FRANCISCA PEREIRA LIMA";"700,00"
"202606";"202511";"GO";"5201108";"ANAPOLIS";"***.443.***-**";"70056690726";"ANA CAROLINA SILVA";"700,00"
"202606";"202511";"RS";"4314407";"PELOTAS";"***.808.***-**";"49808898471";"TATIANA MOREIRA";"900,00"
"202606";"202511";"PB";"2507507";"JOAO PESSOA";"***.488.***-**";"72367295241";"CARLOS EDUARDO SANTANA";"900,00"
"202606";"202511";"PR";"4106902";"CURITIBA";"***.110.***-**";"30587202367";"MARCOS VINICIUS LOPES";"750,00"
"202606";"202511";"PA";"1500800";"ANANINDEUA";"***.386.***-**";"98513010213";"ADRIANA RIBEIRO";"600,00"
"202606";"202511";"SE";"2804805";"NOSSA SENHORA DO SOCORRO";"***.573.***-**";"21519227537";"BEATRIZ NASCIMENTO";"1210,00"
"202606";"202511";"PA";"1504208";"MARABA";"***.845.***-**";"82140212238";"CAMILA FREITAS";"650,00"
"202606";"202511";"MG";"3170206";"UBERLANDIA";"***.038.***-**";"87655338858";"MARIA APARECIDA SANTOS";"650,00"
"202606";"202511";"RJ";"3303500";"NOVA IGUACU";"***.577.***-**";"62006888143";"SANDRA REGINA SOARES";"1210,00"
"202606";"202511";"RR";"1400472";"RORAINOPOLIS";"***.553.***-**";"27274213949";"RAFAEL RODRIGUES";"700,00"
"202606";"202511";"AC";"1200401";"RIO BRANCO";"***.401.***-**";"31869366622";"MARCOS VINICIUS LOPES";"800,00"
"202606";"202511";"AC";"1200401";"RIO BRANCO";"***.766.***-**";"22759354970";"LUCAS GONCALVES";"650,00"
"202606";"202511";"SP";"3509502";"CAMPINAS";"***.734.***-**";"49312835917";"RENATO CARVALHO";"750,00"
"202606";"202511";"MT";"5108402";"VARZEA GRANDE";"***.918.***-**";"62581270105";"MARIA DE FATIMA ROCHA";"900,00"
"202606";"202511";"PE";"2611606";"RECIFE";"***.500.***-**";"92674776220";"JULIANA ALVES COSTA";"1210,00"
"202606";"202511";"GO";"5208707";"GOIANIA";"***.602.***-**";"89355150363";"DANIELA BARBOSA";"1210,00"
"202606";"202511";"RJ";"3304557";"RIO DE JANEIRO";"***.510.***-**";"39830428973";"DANIELA BARBOSA";"600,00"
"202606";"202511";"RJ";"3303500";"NOVA IGUACU";"***.803.***-**";"49257238356";"MARIA DE FATIMA ROCHA";"900,00"
"202606";"202511";"MG";"3170206";"UBERLANDIA";"***.884.***-**";"90467344733";"ANA CAROLINA SILVA";"900,00"
"202606";"202511";"RR";"1400100";"BOA VISTA";"***.976.***-**";"25162848097";"ADRIANA RIBEIRO";"900,00"
"202606";"202511";"GO";"5201108";"ANAPOLIS";"***.077.***-**";"33857085029";"BEATRIZ NASCIMENTO";"950,00"
"202606";"202511";"BA";"2927408";"SALVADOR";"***.824.***-**";"70086334848";"DANIELA BARBOSA";"600,00"
"202606";"202511";"MA";"2111300";"SAO LUIS";"***.052.***-**";"34912533953";"CAMILA FREITAS";"800,00"
"202606";"202511";"PA";"1501402";"BELEM";"***.261.***-**";"18209862548";"ANTONIO FERREIRA";"650,00"
"202606";"202511";"PI";"2208007";"PICOS";"***.683.***-**";"57397427710";"FERNANDO ALMEIDA";"1210,00"
"202606";"202511";"RJ";"3304904";"SAO GONCALO";"***.956.***-**";"96715404165";"SANDRA REGINA SOARES";"1210,00"
"202606";"202511";"AL";"2700300";"ARAPIRACA";"***.093.***-**";"96622368459";"JOSE CARLOS OLIVEIRA";"800,00"
"202606";"202511";"GO";"5208707";"GOIANIA";"***.293.***-**";"98552548970";"MARIA APARECIDA SANTOS";"1210,00"
"202606";"202511";"MG";"3106200";"BELO HORIZONTE";"***.906.***-**";"33822158104";"MARCOS VINICIUS LOPES";"750,00"
"202606";"202511";"PR";"4106902";"CURITIBA";"***.554.***-**";"41576653238";"MARCOS VINICIUS LOPES";"950,00"
"202606";"202511";"PI";"2211001";"TERESINA";"***.248.***-**";"10135049570";"PAULO HENRIQUE MENDES";"950,00"
"202606";"202511";"RN";"2408102";"NATAL";"***.451.***-**";"94502915843";"JULIANA ALVES COSTA";"700,00"
"202606";"202511";"MA";"2111300";"SAO LUIS";"***.572.***-**";"79575735815";"RAFAEL RODRIGUES";"950,00"
"202606";"202511";"MG";"3106705";"JUIZ DE FORA";"***.671.***-**";"70855030475";"JOSE CARLOS OLIVEIRA";"600,00"
"202606";"202511";"PA";"1501402";"BELEM";"***.765.***-**";"30413465193";"ADRIANA RIBEIRO";"750,00"
"202606";"202511";"PR";"4104808";"CASCAVEL";"***.152.***-**";"32859507299";"RENATO CARVALHO";"650,00"
"202606";"202511";"CE";"2304400";"FORTALEZA";"***.833.***-**";"20220060139";"FERNANDO ALMEIDA";"1210,00"
"202606";"202511";"RS";"4305108";"CAXIAS DO SUL";"***.686.***-**";"55383867754";"CAMILA FREITAS";"900,00"
"202606";"202511";"AM";"1303403";"PARINTINS";"***.698.***-**";"12539443922";"SANDRA REGINA SOARES";"800,00"
"202606";"202511";"MA";"2111300";"SAO LUIS";"***.386.***-**";"43834332427";"PATRICIA GOMES";"700,00"
"202606";"202511";"MS";"5008305";"TRES LAGOAS";"***.544.***-**";"53072303340";"TATIANA MOREIRA";"700,00"
"202606";"202511";"SE";"2803500";"LAGARTO";"***.604.***-**";"40481750284";"GABRIELA MARTINS";"1210,00"
"202606";"202511";"TO";"1721000";"PALMAS";"***.621.***-**";"82819035565";"GABRIELA MARTINS";"1210,00"
"202606";"202511";"BA";"2927408";"SALVADOR";"***.130.***-**";"91621459711";"CAMILA FREITAS";"800,00"
"202606";"202511";"CE";"2303709";"JUAZEIRO DO NORTE";"***.962.***-**";"11082559947";"BEATRIZ NASCIMENTO";"800,00"
"202606";"202511";"CE";"2303709";"JUAZEIRO DO NORTE";"***.648.***-**";"12685863766";"BEATRIZ NASCIMENTO";"650,00"
"202606";"202511";"BA";"2927408";"SALVADOR";"***.851.***-**";"71524379452";"JOSE CARLOS OLIVEIRA";"950,00"
"202606";"202511";"MG";"3170206";"UBERLANDIA";"***.787.***-**";"45637053853";"BEATRIZ NASCIMENTO";"950,00"
"202606";"202511";"PR";"4113700";"LONDRINA";"***.880.***-**";"23607109709";"LUCAS GONCALVES";"600,00"
"202606";"202511";"GO";"5208707";"GOIANIA";"***.715.***-**";"65813756094";"MARIA DE FATIMA ROCHA";"900,00"
"202606";"202511";"ES";"3205309";"VITORIA";"***.235.***-**";"28834127980";"LUCAS GONCALVES";"900,00"
"202606";"202511";"RS";"4314407";"PELOTAS";"***.404.***-**";"92496295354";"MARCOS VINICIUS LOPES";"800,00"
"202606";"202511";"RN";"2403251";"PARNAMIRIM";"***.994.***-**";"58377033472";"BEATRIZ NASCIMENTO";"750,00"
"202606";"202511";"ES";"3205200";"VILA VELHA";"***.309.***-**";"49493900631";"JULIANA ALVES COSTA";"950,00"
"202606";"202511";"SC";"4202404";"BLUMENAU";"***.128.***-**";"97510617536";"RENATO CARVALHO";"600,00"
"202606";"202511";"RR";"1400472";"RORAINOPOLIS";"***.755.***-**";"81281967017";"RAFAEL RODRIGUES";"800,00"
"202606";"202511";"PE";"2611606";"RECIFE";"***.707.***-**";"82784296259";"PATRICIA GOMES";"900,00"
"202606";"202511";"PA";"1500800";"ANANINDEUA";"***.538.***-**";"10947264380";"PAULO HENRIQUE MENDES";"950,00"
"202606";"202511";"PB";"2501807";"BAYEUX";"***.913.***-**";"61151119196";"MARIA DE FATIMA ROCHA";"950,00"
"202606";"202511";"PA";"1504208";"MARABA";"***.885.***-**";"13743593525";"FRANCISCA PEREIRA LIMA";"750,00"
"202606";"202511";"GO";"5208707";"GOIANIA";"***.502.***-**";"64192925556";"RENATO CARVALHO";"700,00"
"202606";"202511";"PE";"2607901";"JABOATAO DOS GUARARAPES";"***.194.***-**";"11606293161";"MARCOS VINICIUS LOPES";"650,00"
"202606";"202511";"BA";"2927408";"SALVADOR";"***.222.***-**";"24592341344";"BEATRIZ NASCIMENTO";"900,00"
"202606";"202511";"RS";"4314407";"PELOTAS";"***.902.***-**";"25574634219";"PAULO HENRIQUE MENDES";"750,00"
"202606";"202511";"MT";"5107602";"RONDONOPOLIS";"***.919.***-**";"22899673320";"JOSE CARLOS OLIVEIRA";"900,00"
"202606";"202511";"SC";"4205407";"FLORIANOPOLIS";"***.471.***-**";"68528978180";"FRANCISCA PEREIRA LIMA";"650,00"
"202606";"202511";"GO";"5201108";"ANAPOLIS";"***.880.***-**";"55035794158";"LUCAS GONCALVES";"700,00"
"202606";"202511";"BA";"2927408";"SALVADOR";"***.354.***-**";"28196470801";"BEATRIZ NASCIMENTO";"1210,00"
"202606";"202511";"BA";"2910800";"FEIRA DE SANTANA";"***.814.***-**";"70050517312";"JOAO PEDRO SOUZA";"650,00"
"202606";"202511";"AC";"1200609";"TARAUACA";"***.474.***-**";"22848502578";"BEATRIZ NASCIMENTO";"1210,00"
"202606";"202511";"AL";"2700300";"ARAPIRACA";"***.486.***-**";"66036654151";"JULIANA ALVES COSTA";"950,00"
"202606";"202511";"RS";"4314902";"PORTO ALEGRE";"***.261.***-**";"86076215698";"CAMILA FREITAS";"750,00"
"202606";"202511";"PE";"2611606";"RECIFE";"***.358.***-**";"35560163995";"ANA CAROLINA SILVA";"700,00"
"202606";"202511";"RR";"1400472";"RORAINOPOLIS";"***.264.***-**";"58217151421";"JOSE CARLOS OLIVEIRA";"950,00"
"202606";"202511";"RS";"4314902";"PORTO ALEGRE";"***.591.***-**";"94904254429";"CARLOS EDUARDO SANTANA";"900,00"
"202606";"202511";"PE";"2607901";"JABOATAO DOS GUARARAPES";"***.887.***-**";"51138864510";"MARIA DE FATIMA ROCHA";"700,00"
"202606";"202511";"RJ";"3303500";"NOVA IGUACU";"***.259.***-**";"83160701895";"LUCAS GONCALVES";"800,00"
"202606";"202511";"RJ";"3303500";"NOVA IGUACU";"***.297.***-**";"36889076272";"FERNANDO ALMEIDA";"1210,00"
"202606";"202511";"ES";"3205002";"SERRA";"***.834.***-**";"50876104596";"CARLOS EDUARDO SANTANA";"800,00"
"202606";"202511";"BA";"2910800";"FEIRA DE SANTANA";"***.252.***-**";"92455159856";"LUCAS GONCALVES";"900,00"
"202606";"202511";"SE";"2803500";"LAGARTO";"***.745.***-**";"25624411780";"GABRIELA MARTINS";"900,00"
"202606";"202511";"PB";"2501807";"BAYEUX";"***.434.***-**";"72759217708";"LUCAS GONCALVES";"950,00"
"202606";"202511";"SC";"4205407";"FLORIANOPOLIS";"***.999.***-**";"73049348997";"ADRIANA RIBEIRO";"900,00"
"202606";"202511";"RO";"1100122";"JI-PARANA";"***.366.***-**";"63069568055";"TATIANA MOREIRA";"900,00"
"202606";"202511";"MG";"3170206";"UBERLANDIA";"***.010.***-**";"67381487464";"BEATRIZ NASCIMENTO";"600,00"
"202606";"202511";"RR";"1400100";"BOA VISTA";"***.884.***-**";"51699937607";"MARCOS VINICIUS LOPES";"600,00"
"202606";"202511";"BA";"2903201";"BARREIRAS";"***.442.***-**";"62663284094";"PATRICIA GOMES";"800,00"
"202606";"202511";"AC";"1200401";"RIO BRANCO";"***.223.***-**";"18837623867";"MARIA DE FATIMA ROCHA";"700,00"
"202606";"202511";"AL";"2702308";"PALMEIRA DOS INDIOS";"***.375.***-**";"95731844976";"MARCOS VINICIUS LOPES";"1210,00"
